accd,accddescr,amtcr,amtdr,branchid,branchname,cheqdt,cheqno,co,idn,narr,p_r,runbal,subcode,subdescr,tt,type,vrdt,vrno,acc_year,date_from,date_to
62,CLIENTS,0.0,72055.3,HO,Branch [HO],1899-12-31T18:30:00Z,,02,72447,Obligation For: 2223034W [Equities] Trade Date 19/05/22,,2057237.61,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-05-22T18:30:00Z,V223034,2223,01-04-2022,31-03-2023
62,CLIENTS,59434.08,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,72554,Obligation For: 2223034Z [Equities] Trade Date 19/05/22,,2116671.69,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-05-22T18:30:00Z,V223034,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,2872.8,HO,Branch [HO],1899-12-31T18:30:00Z,,02,94179,Obligation For: 2223035W [Equities] Trade Date 20/05/22,,2113798.89,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-05-23T18:30:00Z,V223035,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,97781.56,HO,Branch [HO],1899-12-31T18:30:00Z,,02,72751,Obligation For: 2223036W [Equities] Trade Date 23/05/22,,2016017.33,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-05-24T18:30:00Z,V223036,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,147176.09,HO,Branch [HO],1899-12-31T18:30:00Z,,02,72891,Obligation For: 2223037W [Equities] Trade Date 24/05/22,,1868841.24,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-05-25T18:30:00Z,V223037,2223,01-04-2022,31-03-2023
62,CLIENTS,140458.35,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,73826,Obligation For: 2223039W [Equities] Trade Date 26/05/22,,2009299.59,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-05-29T18:30:00Z,V223039,2223,01-04-2022,31-03-2023
62,CLIENTS,8102.17,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,73978,Obligation For: 2223040W [Equities] Trade Date 27/05/22,,2017401.76,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-05-30T18:30:00Z,V223040,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,220797.3,HO,Branch [HO],1899-12-31T18:30:00Z,,02,297669,Obligation For: 2223041W [Equities] Trade Date 30/05/22,,1796604.46,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-05-31T18:30:00Z,V223041,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,179501.64,HO,Branch [HO],1899-12-31T18:30:00Z,,02,78910,Obligation For: 2223042W [Equities] Trade Date 31/05/22,,1617102.82,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-06-01T18:30:00Z,V223042,2223,01-04-2022,31-03-2023
62,CLIENTS,74594.74,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,78612,Obligation For: 2223043W [Equities] Trade Date 01/06/22,,1691697.56,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-06-02T18:30:00Z,V223043,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,80139.39,HO,Branch [HO],1899-12-31T18:30:00Z,,02,80874,Obligation For: 2223044W [Equities] Trade Date 02/06/22,,1611558.17,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-06-05T18:30:00Z,V223044,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,432074.76,HO,Branch [HO],1899-12-31T18:30:00Z,,02,81564,Obligation For: 2223045W [Equities] Trade Date 03/06/22,,1179483.41,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-06-06T18:30:00Z,V223045,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,148577.68,HO,Branch [HO],1899-12-31T18:30:00Z,,02,82978,Obligation For: 2223047W [Equities] Trade Date 07/06/22,,1030905.73,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-06-08T18:30:00Z,V223047,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,52703.67,HO,Branch [HO],1899-12-31T18:30:00Z,,02,83927,Obligation For: 2223048W [Equities] Trade Date 08/06/22,,978202.06,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-06-09T18:30:00Z,V223048,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,63714.78,HO,Branch [HO],1899-12-31T18:30:00Z,,02,84355,Obligation For: 2223049W [Equities] Trade Date 09/06/22,,914487.28,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-06-12T18:30:00Z,V223049,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,63579.86,HO,Branch [HO],1899-12-31T18:30:00Z,,02,86663,Obligation For: 2223050W [Equities] Trade Date 10/06/22,,850907.42,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-06-13T18:30:00Z,V223050,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,999717.42,HO,Branch [HO],2022-06-16T18:30:00Z,,02,1166,,P,-148810.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,BC,C,2022-06-16T18:30:00Z,P/00008,2223,01-04-2022,31-03-2023
62,CLIENTS,48536.24,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,90733,"		Inter Segment Balance Transfer From NFO   To   BSE
		Of Client KEYNOTE FINANCIAL SERVICES LTD",,-100273.76,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-06-16T18:30:00Z,IE00002,2223,01-04-2022,31-03-2023
62,CLIENTS,100273.76,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,88681,Obligation For: 2223053W [Equities] Trade Date 15/06/22,,0.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-06-16T18:30:00Z,V223053,2223,01-04-2022,31-03-2023
62,CLIENTS,1000000.0,0.0,HO,Branch [HO],2022-06-19T18:30:00Z,RTGS,02,1211,,R,1000000.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,BC,C,2022-06-19T18:30:00Z,R/00010,2223,01-04-2022,31-03-2023
62,CLIENTS,62122.5,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,89896,Obligation For: 2223054W [Equities] Trade Date 16/06/22,,1062122.5,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-06-19T18:30:00Z,V223054,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,127990.5,HO,Branch [HO],1899-12-31T18:30:00Z,,02,90775,Obligation For: 2223055W [Equities] Trade Date 17/06/22,,934132.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-06-20T18:30:00Z,V223055,2223,01-04-2022,31-03-2023
62,CLIENTS,23414.26,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,93023,Obligation For: 2223056W [Equities] Trade Date 20/06/22,,957546.26,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-06-21T18:30:00Z,V223056,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,56536.04,HO,Branch [HO],1899-12-31T18:30:00Z,,02,93513,Obligation For: 2223057W [Equities] Trade Date 21/06/22,,901010.22,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-06-22T18:30:00Z,V223057,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,7.26,HO,Branch [HO],1899-12-31T18:30:00Z,,01,174089,Obligation For: 2022057X [NSE] Trade Date 22/06/22,,901002.96,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-06-22T18:30:00Z,V022057,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,108702.25,HO,Branch [HO],1899-12-31T18:30:00Z,,02,102411,Obligation For: 2223058W [Equities] Trade Date 22/06/22,,792300.71,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-06-23T18:30:00Z,V223058,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,89814.05,HO,Branch [HO],1899-12-31T18:30:00Z,,02,94931,Obligation For: 2223059W [Equities] Trade Date 23/06/22,,702486.66,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-06-26T18:30:00Z,V223059,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,62325.39,HO,Branch [HO],1899-12-31T18:30:00Z,,02,97774,Obligation For: 2223060W [Equities] Trade Date 24/06/22,,640161.27,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-06-27T18:30:00Z,V223060,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,29419.65,HO,Branch [HO],1899-12-31T18:30:00Z,,02,101924,Obligation For: 2223061W [Equities] Trade Date 27/06/22,,610741.62,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-06-28T18:30:00Z,V223061,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,93396.85,HO,Branch [HO],1899-12-31T18:30:00Z,,02,102179,Obligation For: 2223062W [Equities] Trade Date 28/06/22,,517344.77,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-06-29T18:30:00Z,V223062,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,65619.09,HO,Branch [HO],1899-12-31T18:30:00Z,,02,106277,Obligation For: 2223064W [Equities] Trade Date 30/06/22,,451725.68,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-07-03T18:30:00Z,V223064,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,155939.24,HO,Branch [HO],1899-12-31T18:30:00Z,,02,106474,Obligation For: 2223066W [Equities] Trade Date 04/07/22,,295786.44,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-07-05T18:30:00Z,V223066,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,233779.92,HO,Branch [HO],1899-12-31T18:30:00Z,,02,106031,Obligation For: 2223067W [Equities] Trade Date 05/07/22,,62006.52,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-07-06T18:30:00Z,V223067,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,96272.23,HO,Branch [HO],1899-12-31T18:30:00Z,,02,107534,Obligation For: 2223068W [Equities] Trade Date 06/07/22,,-34265.71,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-07-07T18:30:00Z,V223068,2223,01-04-2022,31-03-2023
62,CLIENTS,34259.71,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,109555,"		Inter Segment Balance Transfer From NFO   To   BSE
		Of Client KEYNOTE FINANCIAL SERVICES LTD",,-6.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-07-07T18:30:00Z,IE00002,2223,01-04-2022,31-03-2023
62,CLIENTS,70222.91,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,109618,Obligation For: 2223069W [Equities] Trade Date 07/07/22,,70216.91,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-07-10T18:30:00Z,V223069,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,29829.45,HO,Branch [HO],1899-12-31T18:30:00Z,,02,108638,Obligation For: 2223070W [Equities] Trade Date 08/07/22,,40387.46,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-07-11T18:30:00Z,V223070,2223,01-04-2022,31-03-2023
62,CLIENTS,59113.45,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,110646,Obligation For: 2223071W [Equities] Trade Date 11/07/22,,99500.91,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-07-12T18:30:00Z,V223071,2223,01-04-2022,31-03-2023
62,CLIENTS,500000.0,0.0,HO,Branch [HO],2022-07-13T18:30:00Z,308273,02,1593,,R,599500.91,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,BC,C,2022-07-13T18:30:00Z,R/00012,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,14777.24,HO,Branch [HO],1899-12-31T18:30:00Z,,02,113372,"		Inter Segment Balance Transfer From BSE   To   NFO
		Of Client KEYNOTE FINANCIAL SERVICES LTD",,584723.67,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-07-13T18:30:00Z,IE00002,2223,01-04-2022,31-03-2023
62,CLIENTS,68922.32,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,112508,Obligation For: 2223072W [Equities] Trade Date 12/07/22,,653645.99,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-07-13T18:30:00Z,V223072,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,3.14,HO,Branch [HO],1899-12-31T18:30:00Z,,01,174167,Obligation For: 2022083X [NSE] Trade Date 14/07/22,,653642.85,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-07-14T18:30:00Z,V022083,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,77.23,HO,Branch [HO],1899-12-31T18:30:00Z,,01,174180,Obligation For: 2022084X [NSE] Trade Date 15/07/22,,653565.62,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-07-17T18:30:00Z,V022084,2223,01-04-2022,31-03-2023
62,CLIENTS,121750.78,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,114808,Obligation For: 2223075W [Equities] Trade Date 15/07/22,,775316.4,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-07-18T18:30:00Z,V223075,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,60420.47,HO,Branch [HO],1899-12-31T18:30:00Z,,02,115071,Obligation For: 2223076W [Equities] Trade Date 18/07/22,,714895.93,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-07-19T18:30:00Z,V223076,2223,01-04-2022,31-03-2023
62,CLIENTS,125000.0,0.0,HO,Branch [HO],2022-07-20T18:30:00Z,308274,02,1689,,R,839895.93,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,BC,C,2022-07-20T18:30:00Z,R/00015,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,120660.96,HO,Branch [HO],1899-12-31T18:30:00Z,,02,116214,Obligation For: 2223077W [Equities] Trade Date 19/07/22,,719234.97,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-07-20T18:30:00Z,V223077,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,47387.15,HO,Branch [HO],1899-12-31T18:30:00Z,,02,118111,Obligation For: 2223079W [Equities] Trade Date 21/07/22,,671847.82,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-07-24T18:30:00Z,V223079,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,61073.12,HO,Branch [HO],1899-12-31T18:30:00Z,,02,124171,Obligation For: 2223080W [Equities] Trade Date 22/07/22,,610774.7,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-07-25T18:30:00Z,V223080,2223,01-04-2022,31-03-2023
62,CLIENTS,165610.74,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,124965,Obligation For: 2223081W [Equities] Trade Date 25/07/22,,776385.44,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-07-26T18:30:00Z,V223081,2223,01-04-2022,31-03-2023
62,CLIENTS,34799.56,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,127619,Obligation For: 2223084W [Equities] Trade Date 28/07/22,,811185.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-07-31T18:30:00Z,V223084,2223,01-04-2022,31-03-2023
62,CLIENTS,233012.65,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,128889,Obligation For: 2223086W [Equities] Trade Date 01/08/22,,1044197.65,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-08-02T18:30:00Z,V223086,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,263378.56,HO,Branch [HO],1899-12-31T18:30:00Z,,02,129639,Obligation For: 2223087W [Equities] Trade Date 02/08/22,,780819.09,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-08-03T18:30:00Z,V223087,2223,01-04-2022,31-03-2023
62,CLIENTS,0.0,86738.11,HO,Branch [HO],1899-12-31T18:30:00Z,,02,129751,Obligation For: 2223087Z [Equities] Trade Date 02/08/22,,694080.98,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-08-03T18:30:00Z,V223087,2223,01-04-2022,31-03-2023
62,CLIENTS,105292.3,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,,02,130589,Obligation For: 2223088W [Equities] Trade Date 03/08/22,,799373.28,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-08-04T18:30:00Z,V223088,2223,01-04-2022,31-03-2023
