,trading_symbol,exchange,exchange_token
20112,SARDAEN,NSE,17758
45128,SAREGAMA,NSE,4892
6570,SARVESHWAR,NSE,12913
54586,SASKEN,NSE,11983
90271,SASTASUNDR,NSE,20063
16014,SATIA,NSE,11045
80739,SATIN,NSE,10453
86658,SATINDLTD,NSE,12015
76649,SAURASHCEM,NSE,3018
69883,SBC,NSE,6792
50076,SBCL,NSE,4656
82895,SBFC,NSE,18026
56602,SBICARD,NSE,17971
87621,SBIETFCON,NSE,5168
81312,SBIETFIT,NSE,740
81552,SBIETFPB,NSE,722
87752,SBIETFQLTY,NSE,7218
27220,SBILIFE,NSE,21808
38496,SBIN,NSE,3045
65202,SBINEQWETF,NSE,24524
65043,SBISILVER,NSE,24366
35763,SCHAEFFLER,NSE,1011
24696,SCHAND,NSE,20698
51232,SCHNEIDER,NSE,31234
77961,SCI,NSE,3048
4602,SCILAL,NSE,23127
57847,SCPL,NSE,12072
54581,SDBL,NSE,1338
12255,SDL26BEES,NSE,3022
90451,SEAMECLTD,NSE,2616
34969,SECMARK,NSE,19496
49782,SECURKLOUD,NSE,11058
1486,SEJALLTD,NSE,7091
91868,SELAN,NSE,13598
84193,SELMC,NSE,6262
14943,SENCO,NSE,17271
78612,SENORES,NSE,28888
36073,SENSEXADD,NSE,17613
61540,SENSEXETF,NSE,19224
55650,SENSEXIETF,NSE,4378
6129,SEPC,NSE,15308
10357,SEQUENT,NSE,14296
86904,SERVOTECH,NSE,5507
6285,SESHAPAPER,NSE,3066
57997,SETF10GILT,NSE,17395
66422,SETFGOLD,NSE,17272
55253,SETFNIF50,NSE,10176
63370,SETFNIFBK,NSE,7361
63400,SETFNN50,NSE,7353
2828,SFL,NSE,19184
1867,SGL,NSE,13367
46136,SGLTL,NSE,29075
83133,SHAH,NSE,20296
69649,SHAHALLOYS,NSE,11856
28477,SHALBY,NSE,714
29567,SHALPAINTS,NSE,15342
22317,SHANKARA,NSE,20321
1335,SHANTI,NSE,5650
50536,SHANTIGEAR,NSE,3078
72534,SHARDACROP,NSE,4992
91558,SHARDAMOTR,NSE,10530
1751,SHAREINDIA,NSE,104
17808,SHARIABEES,NSE,17044
50172,SHEMAROO,NSE,5068
79940,SHILPAMED,NSE,17752
25032,SHIVALIK,NSE,7016
9001,SHIVAMAUTO,NSE,13756
50294,SHIVAMILLS,NSE,1497
32803,SHIVATEX,NSE,804
12870,SHK,NSE,11212
47965,SHOPERSTOP,NSE,11813
67503,SHREDIGCEM,NSE,3099
6613,SHREECEM,NSE,3103
83586,SHREEPUSHK,NSE,10588
30047,SHRENIK,NSE,11149
78109,SHREYANIND,NSE,3126
4155,SHRIPISTON,NSE,17186
23888,SHRIRAMFIN,NSE,4306
69498,SHRIRAMPPS,NSE,7200
13651,SHYAMMETL,NSE,4693
85750,SIEMENS,NSE,3150
43683,SIGACHI,NSE,6663
57977,SIGIND,NSE,4522
89604,SIGMA,NSE,16658
9293,SIGNATURE,NSE,18743
29009,SIKKO,NSE,6218
10956,SIL,NSE,11297
38095,SILGO,NSE,2492
51480,SILINV,NSE,4105
29824,SILLYMONKS,NSE,19097
69239,SILVER,NSE,8003
23108,SILVER1,NSE,13082
31675,SILVERADD,NSE,10761
9233,SILVERBEES,NSE,8080
42322,SILVERETF,NSE,15085
87947,SILVERIETF,NSE,7942
41620,SILVERTUC,NSE,9422
61209,SILVRETF,NSE,16777
68634,SIMPLEXINF,NSE,3162
79565,SINCLAIR,NSE,23480
35762,SINDHUTRAD,NSE,16859
13528,SINTERCOM,NSE,381
72964,SIRCA,NSE,11050
64005,SIS,NSE,21501
52337,SIYSIL,NSE,14096
62456,SJS,NSE,6643
44861,SJVN,NSE,18883
10208,SKFINDIA,NSE,3186
89674,SKIPPER,NSE,9428
22393,SKMEGGPROD,NSE,4732
61652,SMALLCAP,NSE,22832
37507,SMARTLINK,NSE,9889
84439,SMCGLOBAL,NSE,2320
62927,SMLISUZU,NSE,3387
1482,SMLT,NSE,6843
52746,SMSLIFE,NSE,21551
23046,SMSPHARMA,NSE,14329
68643,SNOWMAN,NSE,4843
52069,SOBHA,NSE,13826
85841,SOLARA,NSE,3672
67811,SOLARINDS,NSE,13332
88304,SOMANYCERA,NSE,3880
84535,SOMATEX,NSE,4201
47470,SOMICONVEY,NSE,17794
35243,SONACOMS,NSE,4684
77223,SONAMLTD,NSE,8806
12406,SONATSOFTW,NSE,6596
77497,SOTL,NSE,3021
51881,SOUTHBANK,NSE,5948
44522,SOUTHWEST,NSE,9678
85564,SPAL,NSE,18252
65044,SPANDANA,NSE,11435
31159,SPARC,NSE,14788
20563,SPECIALITY,NSE,27107
76579,SPENCERS,NSE,8163
81844,SPIC,NSE,3252
52371,SPLIL,NSE,11935
77207,SPLPETRO,NSE,9617
31747,SPORTKING,NSE,10733
26831,SRD,NSE,25737
58861,SREEL,NSE,31837
48287,SRF,NSE,3273
56199,SRGHFL,NSE,18119
65207,SRHHYPOLTD,NSE,14582
31603,SSDL,NSE,24856
24602,SSWL,NSE,11829
79581,STALLION,NSE,29204
70901,STANLEY,NSE,24226
18911,STAR,NSE,7374
72100,STARCEMENT,NSE,21091
2444,STARHEALTH,NSE,7083
48972,STARPAPER,NSE,3291
609,STARTECK,NSE,9305
46882,STCINDIA,NSE,10948
73454,STEELCAS,NSE,6803
58019,STEELCITY,NSE,10406
45792,STEELXIND,NSE,21339
16999,STEL,NSE,21484
28536,STERTOOLS,NSE,4299
84964,STLTECH,NSE,9309
54022,STOVEKRAFT,NSE,2107
35620,STYLAMIND,NSE,5186
68014,STYLEBAAZA,NSE,25114
77723,STYRENIX,NSE,19
26946,SUBEXLTD,NSE,967
70886,SUBROS,NSE,3324
56786,SUDARSCHEM,NSE,3327
82747,SUKHJITS,NSE,11804
49216,SULA,NSE,13218
29145,SUMICHEM,NSE,17105
87949,SUMIT,NSE,11140
72876,SUMMITSEC,NSE,21275
32710,SUNCLAY,NSE,20956
12798,SUNDARAM,NSE,18931
19242,SUNDARMFIN,NSE,3339
87267,SUNDARMHLD,NSE,2183
69403,SUNDRMFAST,NSE,3345
41706,SUNPHARMA,NSE,3351
55186,SUNTECK,NSE,17641
79984,SUNTV,NSE,13404
36810,SUPERHOUSE,NSE,20616
36316,SUPERSPIN,NSE,3357
78,SUPRAJIT,NSE,11689
29384,SUPREME,NSE,29439
36133,SUPREMEIND,NSE,3363
31987,SUPRIYA,NSE,7390
40705,SURAJEST,NSE,20822
69241,SURAJLTD,NSE,24966
86343,SURAKSHA,NSE,27334
48459,SURANASOL,NSE,21077
65285,SURANAT&P,NSE,10700
14873,SURYALAXMI,NSE,11852
31810,SURYAROSNI,NSE,3375
39868,SURYODAY,NSE,2970
62393,SUTLEJTEX,NSE,13801
52012,SUVEN,NSE,11233
19870,SUVENPHAR,NSE,17945
33399,SUVIDHAA,NSE,2998
36670,SUYOG,NSE,24851
72657,SUZLON,NSE,12018
23191,SVLL,NSE,15121
72188,SWANENERGY,NSE,27095
87392,SWARAJENG,NSE,3384
50799,SWIGGY,NSE,27066
14555,SWSOLAR,NSE,12489
69379,SYMPHONY,NSE,24190
91280,SYNCOMF,NSE,11992
27741,SYNGENE,NSE,10243
88296,SYRMA,NSE,10793
80462,TAINWALCHM,NSE,3396
47337,TAJGVK,NSE,9354
39409,TALBROAUTO,NSE,13648
23781,TANLA,NSE,13976
46363,TARC,NSE,1581
427,TARIL,NSE,15174
56509,TARMAT,NSE,14771
75998,TARSONS,NSE,6943
41357,TASTYBITE,NSE,20092
87925,TATACHEM,NSE,3405
76411,TATACOMM,NSE,3721
27611,TATACONSUM,NSE,3432
86456,TATAELXSI,NSE,3411
73628,TATAGOLD,NSE,21401
40208,TATAINVEST,NSE,1621
27840,TATAMOTORS,NSE,3456
70555,TATAPOWER,NSE,3426
40543,TATASTEEL,NSE,3499
36172,TATATECH,NSE,20293
73036,TATSILV,NSE,21428
3485,TATVA,NSE,5162
11075,TBOTEK,NSE,23740
34427,TBZ,NSE,27037
44287,TCI,NSE,10580
88555,TCIEXP,NSE,19223
17594,TCPLPACK,NSE,184
78988,TCS,NSE,11536
51645,TDPOWERSYS,NSE,25178
39734,TEAMLEASE,NSE,12716
51871,TECH,NSE,6462
36858,TECHM,NSE,13538
523,TECHNOE,NSE,6445
91679,TECILCHEM,NSE,3453
17140,TEGA,NSE,7105
50355,TEJASNET,NSE,21131
24922,TEXINFRA,NSE,11549
5779,TEXMOPIPES,NSE,18214
73959,TEXRAIL,NSE,21828
89679,TFCILTD,NSE,3466
72709,TGBHOTELS,NSE,14607
27695,THANGAMAYL,NSE,18118
28229,THEINVEST,NSE,21427
22704,THEJO,NSE,19279
64688,THEMISMED,NSE,14485
65433,THERMAX,NSE,3475
71042,THOMASCOOK,NSE,3481
37879,THYROCARE,NSE,17032
11011,TI,NSE,19196
27353,TICL,NSE,19501
6055,TIIL,NSE,14223
51682,TIINDIA,NSE,312
79922,TIL,NSE,3484
69085,TIMETECHNO,NSE,14707
55311,TIMKEN,NSE,14198
87768,TIPSMUSIC,NSE,9117
84269,TIRUMALCHM,NSE,3496
74812,TITAGARH,NSE,15414
24363,TITAN,NSE,3506
29938,TMB,NSE,10945
24667,TNIDETF,NSE,8882
60983,TNPETRO,NSE,3509
43281,TNPL,NSE,3980
36213,TOKYOPLAST,NSE,3837
35916,TOP100CASE,NSE,24081
35006,TOP10ADD,NSE,25171
48226,TORNTPHARM,NSE,3518
57506,TORNTPOWER,NSE,13786
3883,TOTAL,NSE,22423
52954,TPLPLASTEH,NSE,9219
47805,TRACXN,NSE,11582
77164,TRANSRAILL,NSE,28714
34946,TRANSWORLD,NSE,3129
64489,TREEHOUSE,NSE,25082
52532,TREJHARA,NSE,7518
56231,TREL,NSE,17795
36734,TRENT,NSE,1964
88069,TRF,NSE,17987
396,TRIDENT,NSE,9685
79722,TRIGYN,NSE,5428
72646,TRITURBINE,NSE,25584
530,TRIVENI,NSE,13081
80420,TTKHLTCARE,NSE,11369
84815,TTKPRESTIG,NSE,3546
19601,TTML,NSE,8954
62340,TVSELECT,NSE,11265
46932,TVSHLTD,NSE,29008
9667,TVSMOTOR,NSE,8479
7683,TVSSCS,NSE,18151
37392,TVSSRICHAK,NSE,14245
16580,TVTODAY,NSE,11275
15956,UBL,NSE,16713
22799,UCOBANK,NSE,11223
41203,UDAICEMENT,NSE,7276
49506,UDS,NSE,19113
84088,UFLEX,NSE,1053
26210,UFO,NSE,9039
30521,UGARSUGAR,NSE,19578
65026,UGROCAP,NSE,5313
90876,UJJIVANSFB,NSE,15228
82920,ULTRACEMCO,NSE,11532
37878,UMAEXPORTS,NSE,8842
52582,UMESLTD,NSE,19142
2720,UNICHEMLAB,NSE,3579
28391,UNIDT,NSE,201
45079,UNIECOM,NSE,24809
51780,UNIENTER,NSE,11293
65042,UNIMECH,NSE,28960
47260,UNIONBANK,NSE,10753
22729,UNIONGOLD,NSE,29687
80500,UNIPARTS,NSE,13057
51837,UNITDSPR,NSE,10447
84732,UNITEDPOLY,NSE,7560
14639,UNITEDTEA,NSE,17999
51414,UNIVCABLES,NSE,3607
26029,UNOMINDA,NSE,14154
71463,UPL,NSE,11287
33807,URAVIDEF,NSE,17071
69199,USHAMART,NSE,8840
9248,USK,NSE,14871
68323,UTIAMC,NSE,527
44644,UTIBANKETF,NSE,22440
44680,UTINEXT50,NSE,21478
41755,UTINIFTETF,NSE,10511
65348,UTISENSETF,NSE,10515
44712,UTISXN50,NSE,9168
70627,UTKARSHBNK,NSE,17358
21021,UTTAMSUGAR,NSE,13376
49854,UYFINCORP,NSE,25626
12618,V1NSETEST,NSE,12863
61381,VADILALIND,NSE,24196
16394,VAIBHAVGBL,NSE,11364
24272,VAISHALI,NSE,16589
91401,VAKRANGEE,NSE,13342
21659,VAL30IETF,NSE,25851
62735,VALIANTLAB,NSE,19218
14026,VALIANTORG,NSE,330
28185,VARDHACRLC,NSE,11220
38304,VARROC,NSE,3857
11492,VASCONEQ,NSE,18110
24336,VASWANI,NSE,25340
88288,VBL,NSE,18921
12657,VCL,NSE,9020
46131,VEDL,NSE,3063
45981,VEEDOL,NSE,14019
17231,VENKEYS,NSE,3757
8349,VENTIVE,NSE,28847
41822,VENUSPIPES,NSE,9592
35810,VENUSREM,NSE,13859
76598,VERANDA,NSE,8890
29794,VESUVIUS,NSE,3676
40608,VETO,NSE,8652
87321,VGUARD,NSE,15362
75935,VHL,NSE,11892
37578,VIDHIING,NSE,13536
37411,VIJAYA,NSE,5585
65895,VIKASECO,NSE,25756
84739,VIKASLIFE,NSE,9931
17291,VIMTALABS,NSE,13101
31100,VINATIORGA,NSE,17364
36189,VINCOFE,NSE,25835
81640,VINDHYATEL,NSE,3694
20801,VINEETLAB,NSE,3807
1481,VINYLINDIA,NSE,16821
51855,VIPCLOTHNG,NSE,14843
68304,VIPIND,NSE,3703
59938,VIRINCHI,NSE,15295
87876,VISAKAIND,NSE,4221
35024,VISHNU,NSE,6908
13613,VISHWARAJ,NSE,13702
55544,VIVIDHA,NSE,29877
84457,VLSFINANCE,NSE,3715
57927,VMART,NSE,29284
20644,VMM,NSE,27969
55310,VOLTAMP,NSE,13577
52696,VOLTAS,NSE,3718
50973,VPRPL,NSE,18341
38071,VRAJ,NSE,24321
76270,VRLLOG,NSE,8696
26227,VSSL,NSE,27067
20318,VSTIND,NSE,3724
46333,VSTL,NSE,22730
9751,VSTTILLERS,NSE,24292
58667,VTL,NSE,2073
44906,WAAREEENER,NSE,25907
21744,WABAG,NSE,20188
86329,WALCHANNAG,NSE,3736
40915,WANBURY,NSE,14063
68988,WCIL,NSE,25403
14444,WEIZMANIND,NSE,3748
54798,WEL,NSE,7835
15004,WELCORP,NSE,11821
72951,WELENT,NSE,11626
90143,WELINV,NSE,19800
81655,WELSPUNLIV,NSE,11253
29481,WENDT,NSE,4235
813,WESTLIFE,NSE,11580
26689,WHEELS,NSE,3766
25250,WHIRLPOOL,NSE,18011
21549,WILLAMAGOR,NSE,3772
52407,WINDLAS,NSE,5366
70993,WINDMACHIN,NSE,24969
43105,WIPRO,NSE,3787
36537,WOCKPHARMA,NSE,7506
7140,WONDERLA,NSE,3002
83477,WORTH,NSE,22277
19314,WSTCSTPAPR,NSE,3799
81008,XCHANGING,NSE,11705
54921,XELPMOC,NSE,8477
87690,XPROINDIA,NSE,11407
5633,XTGLOBAL,NSE,25235
65415,YASHO,NSE,18131
22232,YATHARTH,NSE,17738
62152,YATRA,NSE,18760
31841,YESBANK,NSE,11915
44569,YUKEN,NSE,5501
58344,ZAGGLE,NSE,18608
16533,ZEEL,NSE,3812
44782,ZEELEARN,NSE,20852
45242,ZEEMEDIA,NSE,14003
68456,ZENITHSTL,NSE,14562
89651,ZENSARTECH,NSE,1076
1605,ZENTEC,NSE,7508
8068,ZFCVINDIA,NSE,16915
64782,ZIMLAB,NSE,12384
75431,ZODIAC,NSE,7129
62114,ZODIACLOTH,NSE,3821
68538,ZOMATO,NSE,5097
3033,ZOTA,NSE,11394
68384,ZUARI,NSE,29050
14294,ZUARIIND,NSE,3827
11574,ZYDUSLIFE,NSE,7929
5055,ZYDUSWELL,NSE,17635
